id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
6362,Streets Of Fire,Bruce Springsteen,rock,chill,0.769,113,0.273,0.286,0.036
6363,Sundown,Bruce Springsteen,rock,chill,0.734,134,0.412,0.526,0.173
6364,Talk To Me,Bruce Springsteen,rock,uplifting,0.731,152,0.979,0.365,0.015
6365,The Big Muddy,Bruce Springsteen,rock,sad,0.347,144,0.126,0.246,0.322
6366,The Brokenhearted,Bruce Springsteen,rock,chill,0.563,120,0.439,0.424,0.157
6367,The E Street Shuffle,Bruce Springsteen,rock,intense,0.939,138,0.381,0.404,0.033
6368,The Fuse,Bruce Springsteen,rock,uplifting,0.634,121,0.728,0.595,0.034
6369,The Ghost Of Tom Joad,Bruce Springsteen,rock,sad,0.092,116,0.074,0.459,0.445
6370,The Hitter,Bruce Springsteen,rock,relaxed,0.099,170,0.273,0.281,0.852
6371,The Last Carnival,Bruce Springsteen,rock,relaxed,0.136,104,0.293,0.398,0.785
6372,The Power Of Prayer,Bruce Springsteen,rock,happy,0.787,132,0.772,0.533,0.002
6373,The Promise,Bruce Springsteen,rock,chill,0.672,156,0.461,0.411,0.06
6374,The Promised Land,Bruce Springsteen,rock,happy,0.789,133,0.803,0.574,0.016
6375,The Rising,Bruce Springsteen,rock,chill,0.771,130,0.325,0.504,0.065
6376,The River,Bruce Springsteen,rock,chill,0.531,135,0.603,0.596,0.194
6377,The Ties That Bind,Bruce Springsteen,rock,happy,0.955,147,0.779,0.46,0.014
6378,The Wall,Bruce Springsteen,rock,relaxed,0.175,121,0.124,0.385,0.816
6379,The Wayfarer,Bruce Springsteen,rock,chill,0.391,136,0.586,0.691,0.386
6380,The Wish,Bruce Springsteen,rock,relaxed,0.286,140,0.255,0.515,0.816
6381,The Wrestler,Bruce Springsteen,rock,relaxed,0.216,156,0.215,0.497,0.87
6382,Then She Kissed Me,Bruce Springsteen,rock,intense,0.891,137,0.448,0.435,0.026
6383,There Goes My Miracle,Bruce Springsteen,rock,chill,0.738,127,0.389,0.484,0.026
6384,This Depression,Bruce Springsteen,rock,chill,0.613,150,0.336,0.489,0.139
6385,This Hard Land,Bruce Springsteen,rock,chill,0.542,138,0.425,0.397,0.806
6386,This Is Your Sword,Bruce Springsteen,rock,chill,0.69,132,0.602,0.503,0.078
6387,This Little Light Of Mine,Bruce Springsteen,rock,chill,0.941,135,0.559,0.396,0.308
6388,Thunder Road,Bruce Springsteen,rock,happy,0.781,149,0.673,0.378,0.615
6389,Tougher Than The Rest,Bruce Springsteen,rock,uplifting,0.595,123,0.625,0.602,0.219
6390,Trapped,Bruce Springsteen,rock,chill,0.624,163,0.365,0.32,0.03
6391,Tucson Train,Bruce Springsteen,rock,uplifting,0.683,133,0.731,0.636,0.07
6392,Tunnel Of Love,Bruce Springsteen,rock,relaxed,0.148,162,0.271,0.299,0.973
6393,We Are Alive,Bruce Springsteen,rock,chill,0.552,138,0.563,0.617,0.202
6394,We Shall Overcome,Bruce Springsteen,rock,chill,0.454,127,0.367,0.292,0.518
6395,Western Stars,Bruce Springsteen,rock,sad,0.263,128,0.374,0.642,0.681
6396,Working On A Dream,Bruce Springsteen,rock,uplifting,0.776,130,0.709,0.563,0.0
6397,Working On The Highway,Bruce Springsteen,rock,dreamy,0.709,119,0.524,0.386,0.821
6398,Wrecking Ball,Bruce Springsteen,rock,chill,0.647,135,0.432,0.461,0.044
6399,Wrong Side Of The Street,Bruce Springsteen,rock,happy,0.95,143,0.797,0.4,0.001
6400,Youngstown,Bruce Springsteen,rock,intense,0.786,113,0.271,0.191,0.397
6401,Your Own Worst Enemy,Bruce Springsteen,rock,uplifting,0.757,133,0.669,0.495,0.084
6402,24K Magic,Bruno Mars,R&B,energetic,0.804,128,0.639,0.83,0.034
6403,Calling All My Lovelies,Bruno Mars,R&B,uplifting,0.706,162,0.875,0.671,0.039
6404,Chunky,Bruno Mars,R&B,uplifting,0.54,189,0.735,0.579,0.021
6405,Count On Me,Bruno Mars,R&B,relaxed,0.389,117,0.507,0.597,0.851
6406,Finesse,Bruno Mars,R&B,happy,0.86,127,0.936,0.714,0.018
6407,Gorilla,Bruno Mars,R&B,uplifting,0.545,149,0.648,0.727,0.445
6408,Grenade,Bruno Mars,R&B,chill,0.702,129,0.59,0.714,0.004
6409,If I Knew,Bruno Mars,R&B,relaxed,0.413,172,0.495,0.529,0.722
6410,It Will Rain,Bruno Mars,R&B,chill,0.836,155,0.473,0.58,0.337
6411,Just The Way You Are,Bruno Mars,R&B,intense,0.844,129,0.439,0.644,0.015
6412,Leave The Door Open,Bruno Mars,R&B,uplifting,0.617,154,0.727,0.594,0.182
6413,Locked Out Of Heaven,Bruno Mars,R&B,intense,0.823,168,0.214,0.54,0.028
6414,Marry You,Bruno Mars,R&B,chill,0.821,152,0.457,0.63,0.332
6415,Money Make Her Smile,Bruno Mars,R&B,energetic,0.678,119,0.789,0.765,0.094
6416,Moonshine,Bruno Mars,R&B,intense,0.785,127,0.423,0.715,0.211
6417,Natalie,Bruno Mars,R&B,energetic,0.734,131,0.618,0.771,0.15
6418,Our First Time,Bruno Mars,R&B,uplifting,0.45,110,0.883,0.719,0.419
6419,Perm,Bruno Mars,R&B,happy,0.872,139,0.873,0.865,0.015
6420,Runaway Baby,Bruno Mars,R&B,uplifting,0.763,164,0.832,0.667,0.263
6421,Show Me,Bruno Mars,R&B,energetic,0.707,110,0.52,0.754,0.046
6422,Somewhere In Brooklyn,Bruno Mars,R&B,chill,0.58,143,0.353,0.711,0.569
6423,Talking To The Moon,Bruno Mars,R&B,chill,0.608,153,0.066,0.53,0.512
6424,The Lazy Song,Bruno Mars,R&B,energetic,0.712,171,0.966,0.805,0.3
6425,Too Good To Say Goodbye,Bruno Mars,R&B,chill,0.631,109,0.438,0.595,0.039
6426,Treasure,Bruno Mars,R&B,energetic,0.693,134,0.947,0.886,0.041
6427,Versace On The Floor,Bruno Mars,R&B,chill,0.575,171,0.304,0.586,0.196
6428,Welcome Back,Bruno Mars,R&B,chill,0.582,144,0.491,0.573,0.395
6429,When I Was Your Man,Bruno Mars,R&B,relaxed,0.28,106,0.391,0.621,0.932
6430,Young Girls,Bruno Mars,R&B,chill,0.75,140,0.507,0.569,0.461
6431,Any Time At All,Bryan Adams,rock,uplifting,0.748,148,0.787,0.586,0.08
6432,Brand New Day,Bryan Adams,rock,happy,0.916,143,0.833,0.518,0.003
6433,Brothers Under The Sun,Bryan Adams,rock,relaxed,0.329,140,0.119,0.457,0.754
6434,Christmas Time,Bryan Adams,rock,chill,0.583,109,0.33,0.51,0.472
6435,Cloud Number Nine,Bryan Adams,rock,chill,0.752,131,0.248,0.711,0.032
6436,Cuts Like A Knife,Bryan Adams,rock,chill,0.709,121,0.585,0.548,0.009
6437,East Side Story,Bryan Adams,rock,chill,0.735,123,0.615,0.573,0.033
6438,Flying,Bryan Adams,rock,moody,0.44,141,0.323,0.517,0.19
6439,Get Off My Back,Bryan Adams,rock,happy,0.821,138,0.893,0.665,0.013
6440,God Only Knows,Bryan Adams,rock,relaxed,0.043,118,0.239,0.404,0.98
6441,Hearts On Fire,Bryan Adams,rock,happy,0.942,133,0.72,0.55,0.025
6442,Heaven,Bryan Adams,rock,chill,0.611,149,0.35,0.396,0.055
6443,Help Me Make It Through The Night,Bryan Adams,rock,moody,0.229,135,0.502,0.768,0.546
6444,Here I Am,Bryan Adams,rock,sad,0.296,115,0.081,0.266,0.517
6445,I Will Always Return,Bryan Adams,rock,chill,0.556,151,0.221,0.453,0.081
6446,Kiss And Say Goodbye,Bryan Adams,rock,uplifting,0.353,143,0.654,0.768,0.321
6447,Lay Lady Lay,Bryan Adams,rock,chill,0.492,107,0.244,0.544,0.696
6448,Lonely Nights,Bryan Adams,rock,chill,0.792,144,0.597,0.495,0.007
6449,Merry Christmas,Bryan Adams,rock,chill,0.463,107,0.473,0.504,0.714
6450,Mysterious Ways,Bryan Adams,rock,chill,0.558,148,0.238,0.552,0.26
6451,Never Gonna Rain,Bryan Adams,rock,energetic,0.684,123,0.836,0.762,0.125
6452,Never My Love,Bryan Adams,rock,dreamy,0.539,120,0.562,0.593,0.58
6453,Not Romeo Not Juliet,Bryan Adams,rock,chill,0.78,153,0.486,0.552,0.091
6454,Nowhere Fast,Bryan Adams,rock,happy,0.822,191,0.675,0.429,0.022
6455,On A Day Like Today,Bryan Adams,rock,chill,0.64,112,0.418,0.479,0.106
6456,One Night Love Affair,Bryan Adams,rock,happy,0.88,139,0.711,0.525,0.001
6457,Open Road,Bryan Adams,rock,chill,0.87,135,0.518,0.556,0.102
6458,Oxygen,Bryan Adams,rock,chill,0.92,140,0.62,0.54,0.04
6459,Please Forgive Me,Bryan Adams,rock,chill,0.456,145,0.146,0.595,0.516
6460,Remember,Bryan Adams,rock,happy,0.928,156,0.876,0.553,0.002
6461,Room Service,Bryan Adams,rock,happy,0.929,139,0.886,0.572,0.003
6462,Run To You,Bryan Adams,rock,happy,0.864,140,0.653,0.567,0.002
6463,She Knows Me,Bryan Adams,rock,chill,0.628,137,0.579,0.702,0.081
6464,Shine A Light,Bryan Adams,rock,happy,0.86,141,0.698,0.559,0.001
6465,So Far So Good,Bryan Adams,rock,chill,0.83,137,0.473,0.548,0.006
6466,So Happy It Hurts,Bryan Adams,rock,uplifting,0.774,139,0.673,0.624,0.002
6467,Somebody,Bryan Adams,rock,chill,0.795,122,0.456,0.558,0.003
6468,Sound The Bugle,Bryan Adams,rock,sad,0.195,133,0.053,0.513,0.559
6469,Star,Bryan Adams,rock,chill,0.729,146,0.445,0.644,0.156
6470,Straight From The Heart,Bryan Adams,rock,moody,0.084,178,0.45,0.472,0.699
6471,Sunny,Bryan Adams,rock,energetic,0.707,142,0.744,0.722,0.167
6472,The Best Of Me,Bryan Adams,rock,intense,0.843,128,0.406,0.525,0.097
6473,The Only One,Bryan Adams,rock,happy,0.853,143,0.708,0.584,0.038
6474,The Only Thing That Looks Good On Me Is You,Bryan Adams,rock,happy,0.934,136,0.972,0.642,0.043
6475,The Right Place,Bryan Adams,rock,relaxed,0.407,146,0.449,0.488,0.82
6476,The Way You Make Me Feel,Bryan Adams,rock,moody,0.423,157,0.512,0.522,0.652
6477,This Is Where I Belong,Bryan Adams,rock,relaxed,0.305,121,0.11,0.224,0.846
6478,This Side Of Paradise,Bryan Adams,rock,chill,0.843,127,0.515,0.567,0.09
6479,This Time,Bryan Adams,rock,happy,0.817,141,0.735,0.625,0.053
6480,Tonight We Have The Stars,Bryan Adams,rock,intense,0.783,132,0.322,0.561,0.059
6481,Walk On By,Bryan Adams,rock,relaxed,0.203,134,0.421,0.631,0.787
6482,We Found What We Were Looking For,Bryan Adams,rock,chill,0.559,136,0.15,0.576,0.244
6483,Whiskey In The Jar,Bryan Adams,rock,chill,0.561,146,0.267,0.531,0.233
6484,Why Do You Have To Be So Hard To Love,Bryan Adams,rock,chill,0.593,136,0.376,0.628,0.343
6485,You Belong To Me,Bryan Adams,rock,chill,0.914,124,0.461,0.561,0.048
6486,Begin,Bts,rock,intense,0.843,143,0.311,0.574,0.004
6487,Best Of Me,Bts,rock,chill,0.757,138,0.474,0.664,0.03
6488,Butter,Bts,rock,uplifting,0.459,130,0.703,0.77,0.003
6489,Dionysus,Bts,rock,chill,0.911,172,0.595,0.509,0.04
6490,Dynamite,Bts,rock,chill,0.876,133,0.602,0.686,0.018
6491,Home,Bts,rock,chill,0.8,151,0.54,0.642,0.014
6492,I Need U,Bts,rock,chill,0.815,107,0.538,0.568,0.108
6493,Idol,Bts,rock,intense,0.856,140,0.425,0.743,0.005
6494,Make It Right,Bts,rock,chill,0.707,127,0.262,0.648,0.01
6495,Mic Drop,Bts,rock,chill,0.89,168,0.547,0.676,0.009
6496,My Time,Bts,rock,uplifting,0.642,124,0.671,0.684,0.149
6497,Not Today,Bts,rock,happy,0.946,130,0.681,0.601,0.002
6498,On,Bts,rock,intense,0.818,127,0.442,0.591,0.118
6499,Permission To Dance,Bts,rock,chill,0.598,136,0.355,0.671,0.073
6500,Stay,Bts,rock,chill,0.694,140,0.345,0.59,0.114
6501,74 Years Young,Buddy Guy,country,chill,0.731,124,0.569,0.522,0.332
6502,Cut You Loose,Buddy Guy,country,chill,0.691,127,0.497,0.395,0.396
6503,Living Proof,Buddy Guy,country,chill,0.769,123,0.59,0.437,0.182
6504,Miss Ida B,Buddy Guy,country,chill,0.465,126,0.29,0.432,0.219
6505,On The Road,Buddy Guy,country,uplifting,0.728,124,0.861,0.617,0.157
6506,Skin Deep,Buddy Guy,country,relaxed,0.258,136,0.306,0.448,0.805
6507,Stone Crazy,Buddy Guy,country,dreamy,0.682,114,0.572,0.521,0.858
6508,Thank Me Someday,Buddy Guy,country,chill,0.676,165,0.584,0.303,0.361
6509,Because I Love You,Buddy Holly,rock,chill,0.387,110,0.564,0.447,0.061
6510,Bo Diddley,Buddy Holly,rock,chill,0.474,126,0.508,0.642,0.014
6511,Brown Eyed Handsome Man,Buddy Holly,rock,happy,0.934,121,0.848,0.589,0.059
6512,Early In The Morning,Buddy Holly,rock,energetic,0.687,130,0.973,0.731,0.425
6513,Everyday,Buddy Holly,rock,chill,0.255,146,0.57,0.741,0.485
6514,Girl On My Mind,Buddy Holly,rock,relaxed,0.24,109,0.655,0.623,0.799
6515,Heartbeat,Buddy Holly,rock,uplifting,0.45,156,0.828,0.508,0.376
6516,Learning The Game,Buddy Holly,rock,uplifting,0.503,127,0.731,0.573,0.543
6517,Love Is Strange,Buddy Holly,rock,relaxed,0.077,129,0.39,0.616,0.91
6518,Maybe Baby,Buddy Holly,rock,energetic,0.728,145,0.972,0.755,0.577
6519,Midnight Shift,Buddy Holly,rock,relaxed,0.43,167,0.731,0.627,0.809
6520,Modern Don Juan,Buddy Holly,rock,uplifting,0.482,144,0.819,0.581,0.813
6521,Not Fade Away,Buddy Holly,rock,energetic,0.634,121,0.934,0.809,0.467
6522,Peggy Sue,Buddy Holly,rock,relaxed,0.425,154,0.499,0.686,0.947
6523,Peggy Sue Got Married,Buddy Holly,rock,uplifting,0.642,150,0.926,0.635,0.272
6524,Raining In My Heart,Buddy Holly,rock,chill,0.274,127,0.609,0.571,0.5
6525,Rave On,Buddy Holly,rock,uplifting,0.712,162,0.972,0.574,0.601
6526,Reminiscing,Buddy Holly,rock,uplifting,0.759,144,0.907,0.613,0.276
6527,Rock Around With Ollie Vee,Buddy Holly,rock,happy,0.866,183,0.869,0.521,0.421
6528,Think It Over,Buddy Holly,rock,uplifting,0.589,143,0.843,0.613,0.392
6529,True Love Ways,Buddy Holly,rock,sad,0.245,109,0.353,0.214,0.672
6530,Words Of Love,Buddy Holly,rock,uplifting,0.437,142,0.641,0.606,0.223
6531,You And I Are Through,Buddy Holly,rock,relaxed,0.435,133,0.639,0.417,0.995
6532,You Are My One Desire,Buddy Holly,rock,relaxed,0.275,140,0.665,0.582,0.818
6533,Bonfire,Building 429,rock,chill,0.719,168,0.432,0.46,0.001
6534,Glory Defined,Building 429,rock,chill,0.738,166,0.376,0.292,0.0
6535,Impossible,Building 429,rock,happy,0.912,150,0.891,0.738,0.004
6536,Listen To The Sound,Building 429,rock,uplifting,0.743,154,0.737,0.547,0.002
6537,Right Beside You,Building 429,rock,intense,0.927,172,0.358,0.345,0.008
6538,Where I Belong,Building 429,rock,chill,0.665,117,0.384,0.544,0.482
6539,A Place Where You Belong,Bullet For My Valentine,metal,intense,0.833,145,0.334,0.316,0.0
6540,Alone,Bullet For My Valentine,metal,intense,0.971,136,0.081,0.326,0.0
6541,Army Of Noise,Bullet For My Valentine,metal,intense,0.993,171,0.425,0.275,0.0
6542,Ashes Of The Innocent,Bullet For My Valentine,metal,intense,0.974,131,0.039,0.2,0.001
6543,Bastards,Bullet For My Valentine,metal,happy,0.919,129,0.69,0.572,0.0
6544,Begging For Mercy,Bullet For My Valentine,metal,intense,0.955,176,0.305,0.337,0.0
6545,Bittersweet Memories,Bullet For My Valentine,metal,intense,0.9,150,0.24,0.363,0.0
6546,Breaking Out,Bullet For My Valentine,metal,chill,0.981,162,0.518,0.465,0.001
6547,Breaking Point,Bullet For My Valentine,metal,intense,0.968,154,0.272,0.324,0.0
6548,Breathe Underwater,Bullet For My Valentine,metal,chill,0.451,110,0.243,0.389,0.342
6549,Broken,Bullet For My Valentine,metal,intense,0.998,172,0.389,0.37,0.0
6550,Coma,Bullet For My Valentine,metal,intense,0.882,140,0.313,0.558,0.007
6551,Crawling,Bullet For My Valentine,metal,chill,0.953,150,0.458,0.285,0.0
6552,Cries In Vain,Bullet For My Valentine,metal,chill,0.906,113,0.468,0.485,0.004
6553,Curses,Bullet For My Valentine,metal,intense,0.803,168,0.093,0.24,0.008
6554,Dead To The World,Bullet For My Valentine,metal,intense,0.837,130,0.083,0.451,0.001
6555,Death By A Thousand Cuts,Bullet For My Valentine,metal,intense,0.953,124,0.223,0.528,0.0
6556,Deliver Us From Evil,Bullet For My Valentine,metal,chill,0.932,119,0.534,0.439,0.0
6557,Dignity,Bullet For My Valentine,metal,intense,0.934,119,0.353,0.312,0.0
6558,Dirty Little Secret,Bullet For My Valentine,metal,intense,0.974,152,0.119,0.355,0.0
6559,Disappear,Bullet For My Valentine,metal,chill,0.993,122,0.478,0.423,0.0
6560,End Of Days,Bullet For My Valentine,metal,chill,0.99,125,0.453,0.362,0.0
6561,Eye Of The Storm,Bullet For My Valentine,metal,chill,0.991,123,0.533,0.412,0.0
6562,Fever,Bullet For My Valentine,metal,intense,0.976,170,0.314,0.322,0.0
6563,Forever And Always,Bullet For My Valentine,metal,intense,0.903,159,0.357,0.382,0.0
6564,Gravity,Bullet For My Valentine,metal,intense,0.939,164,0.382,0.395,0.007
6565,Hand Of Blood,Bullet For My Valentine,metal,chill,0.986,120,0.46,0.38,0.0
6566,Hearts Burst Into Fire,Bullet For My Valentine,metal,intense,0.969,117,0.12,0.243,0.001
6567,Hell Or High Water,Bullet For My Valentine,metal,chill,0.967,130,0.469,0.377,0.0
6568,Her Voice Resides,Bullet For My Valentine,metal,intense,0.986,120,0.361,0.278,0.0
6569,Hit The Floor,Bullet For My Valentine,metal,happy,0.927,180,0.657,0.207,0.001
6570,In Loving Memory,Bullet For My Valentine,metal,intense,0.926,146,0.439,0.29,0.002
6571,Just Another Star,Bullet For My Valentine,metal,chill,0.97,122,0.455,0.463,0.0
6572,Knives,Bullet For My Valentine,metal,intense,0.975,147,0.193,0.522,0.0
6573,Last To Know,Bullet For My Valentine,metal,happy,0.991,124,0.67,0.373,0.0
6574,Leap Of Faith,Bullet For My Valentine,metal,intense,0.926,151,0.248,0.425,0.004
6575,Leech,Bullet For My Valentine,metal,intense,0.984,132,0.246,0.425,0.0
6576,Letting You Go,Bullet For My Valentine,metal,intense,0.916,175,0.079,0.356,0.001
6577,My Fist Your Mouth Her Scars,Bullet For My Valentine,metal,happy,0.971,121,0.772,0.528,0.0
6578,My Reverie,Bullet For My Valentine,metal,intense,0.949,163,0.333,0.422,0.0
6579,No Control,Bullet For My Valentine,metal,chill,0.954,121,0.483,0.514,0.0
6580,No Happy Ever After,Bullet For My Valentine,metal,chill,0.968,171,0.488,0.457,0.0
6581,No Way Out,Bullet For My Valentine,metal,intense,0.995,149,0.192,0.447,0.0
6582,Not Dead Yet,Bullet For My Valentine,metal,intense,0.856,147,0.162,0.486,0.001
6583,One Good Reason Why,Bullet For My Valentine,metal,intense,0.959,187,0.262,0.42,0.0
6584,Over It,Bullet For My Valentine,metal,happy,0.972,122,0.709,0.379,0.0
6585,Paralysed,Bullet For My Valentine,metal,intense,0.963,177,0.399,0.412,0.0
6586,Parasite,Bullet For My Valentine,metal,intense,0.975,129,0.156,0.552,0.0
6587,Pariah,Bullet For My Valentine,metal,chill,0.99,178,0.595,0.396,0.0
6588,Piece Of Me,Bullet For My Valentine,metal,intense,0.943,148,0.2,0.453,0.007
6589,Playing God,Bullet For My Valentine,metal,chill,0.978,178,0.504,0.307,0.0
6590,Pleasure And Pain,Bullet For My Valentine,metal,intense,0.953,175,0.436,0.371,0.0
6591,Pretty On The Outside,Bullet For My Valentine,metal,intense,0.94,125,0.192,0.455,0.0
6592,Radioactive,Bullet For My Valentine,metal,chill,0.696,151,0.274,0.534,0.033
6593,Rainbow Veins,Bullet For My Valentine,metal,chill,0.879,150,0.454,0.437,0.0
6594,Raising Hell,Bullet For My Valentine,metal,intense,0.977,152,0.193,0.257,0.0
6595,Riot,Bullet For My Valentine,metal,happy,0.96,120,0.729,0.585,0.001
6596,Road To Nowhere,Bullet For My Valentine,metal,chill,0.564,115,0.527,0.299,0.03
6597,Room 409,Bullet For My Valentine,metal,uplifting,0.954,119,0.646,0.386,0.0
6598,Run For Your Life,Bullet For My Valentine,metal,chill,0.987,165,0.59,0.356,0.0
6599,Say Goodnight,Bullet For My Valentine,metal,intense,0.966,134,0.37,0.252,0.0
6600,Scream Aim Fire,Bullet For My Valentine,metal,intense,0.995,125,0.11,0.354,0.0
6601,Seven Days,Bullet For My Valentine,metal,happy,0.961,127,0.656,0.481,0.0
6602,Shatter,Bullet For My Valentine,metal,intense,0.893,155,0.294,0.39,0.0
6603,Skin,Bullet For My Valentine,metal,chill,0.994,169,0.545,0.435,0.0
6604,Spit You Out,Bullet For My Valentine,metal,intense,0.978,130,0.357,0.287,0.0
6605,Take It Out On Me,Bullet For My Valentine,metal,intense,0.981,135,0.094,0.278,0.0
6606,Temper Temper,Bullet For My Valentine,metal,intense,0.989,164,0.412,0.436,0.001
6607,The End,Bullet For My Valentine,metal,intense,0.889,134,0.079,0.474,0.0
6608,The Last Fight,Bullet For My Valentine,metal,intense,0.978,177,0.36,0.216,0.0
6609,The Poison,Bullet For My Valentine,metal,chill,0.974,119,0.485,0.457,0.0
6610,The Very Last Time,Bullet For My Valentine,metal,chill,0.587,132,0.059,0.343,0.185
6611,Truth Hurts,Bullet For My Valentine,metal,intense,0.973,143,0.34,0.462,0.0
6612,Under Again,Bullet For My Valentine,metal,chill,0.759,109,0.183,0.427,0.002
6613,Venom,Bullet For My Valentine,metal,chill,0.977,153,0.551,0.475,0.0
6614,Waking The Demon,Bullet For My Valentine,metal,intense,0.996,141,0.137,0.31,0.0
6615,Watching Us Die Tonight,Bullet For My Valentine,metal,intense,0.992,135,0.144,0.562,0.0
6616,Worthless,Bullet For My Valentine,metal,chill,0.978,176,0.492,0.294,0.0
6617,Your Betrayal,Bullet For My Valentine,metal,intense,0.884,145,0.377,0.577,0.0
6618,African Postman,Burning Spear,reggae,happy,0.961,154,0.808,0.623,0.009
6619,African Teacher,Burning Spear,reggae,uplifting,0.518,110,0.971,0.788,0.196
6620,As It Is,Burning Spear,reggae,uplifting,0.592,144,0.974,0.851,0.025
6621,Brighten My Vision,Burning Spear,reggae,uplifting,0.571,149,0.987,0.85,0.093
6622,Calling Rastafari,Burning Spear,reggae,uplifting,0.514,109,0.98,0.8,0.128
6623,Columbus,Burning Spear,reggae,uplifting,0.496,169,0.899,0.606,0.219
6624,Door Peep,Burning Spear,reggae,uplifting,0.577,152,0.644,0.604,0.249
6625,Farover,Burning Spear,reggae,uplifting,0.422,152,0.641,0.809,0.108
6626,House Of Reggae,Burning Spear,reggae,uplifting,0.546,149,0.898,0.804,0.004
6627,Jah Is Real,Burning Spear,reggae,uplifting,0.426,113,0.648,0.633,0.064
6628,Jah Kingdom,Burning Spear,reggae,uplifting,0.457,119,0.831,0.837,0.034
6629,Jah No Dead,Burning Spear,reggae,uplifting,0.596,157,0.838,0.774,0.322
6630,Man In The Hills,Burning Spear,reggae,uplifting,0.45,148,0.795,0.737,0.137
6631,Marcus Children Suffer,Burning Spear,reggae,chill,0.537,133,0.439,0.743,0.015
6632,Marcus Garvey,Burning Spear,reggae,uplifting,0.526,127,0.84,0.744,0.053
6633,Marcus Senior,Burning Spear,reggae,chill,0.37,134,0.557,0.81,0.036
